,Cultivar,Neighborhood,Location,Blooming,Longitude,Latitude,id,Description,ForumLink,PicLink,Favorate,Start,End
79,Accolade,Burnaby,McGregor south of Rumble,03/29-04/08,-122.99013,49.21461,2523,Large old 'Accolade' cherry in front of an older house on McGregor just south of Rumble St.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=324780&postcount=95,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=121311&d=1396221223,0,03/29,04/08
80,Accolade,Dunbar-Southlands,37th and Highbury,04/03-04/13,-123.18888,49.23846,2539,One 'Accolade' on a street of 'Akebono'. The 'Accolade' is at 3830 W. 37th. ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325003,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=121555,0,04/03,04/13
81,Accolade,Oakridge,Laurel and 54th,03/29-04/08,-123.12549,49.22199,2558,Old 'Accolade' line the west side of Laurel Street north from 54th.,https://forums.botanicalgarden.ubc.ca/threads/oakridge.36605/page-5#post-369597,https://forums.botanicalgarden.ubc.ca/attachments/20190329_laurel54th_accolade_cutler_141559-jpg.163656/;https://forums.botanicalgarden.ubc.ca/attachments/20190329_laurel54th_accolade_cutler_141750-jpg.163657/,1,03/29,04/08
82,Accolade,Surrey,14476 104 Ave,03/29-04/08,-122.8226,49.1913,2576,"Lots of 'Accolade' cherries the south side of 104 ave (McDonald's,14476 104 Ave)",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325486&postcount=39,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=122176,0,03/29,04/08
83,Accolade,Surrey,148str south from 104 ave ,03/29-04/08,-122.81238,49.19037,2577,5 mature 'Accolade' cherries in the Hjorth Road park along 148str south from 104 ave ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325485&postcount=38,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=122174,0,03/29,04/08
84,Accolade,Richmond,6833 Livingstone Place,03/29-04/14,-123.14888,49.16163,2730,20  'Accolade' planted inside and around the Granville Park Residence.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=271707&postcount=61,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=88898&d=1301530161,0,03/29,04/14
85,Accolade,Kerrisdale,7188 Beechwood St,03/29-04/08,-123.15624517825319,49.22041010165112,2771,One 'Accolade' on a block of 'Kanzan' trees. This is the street reported in the newspapers for the aquifer breach - might affect the street tree plantings.,http://forums.botanicalgarden.ubc.ca/threads/kerrisdale.36008/#post-345949,http://forums.botanicalgarden.ubc.ca/attachments/20160305_beechwood57th_accolade_cutler_150651-jpg.138869/,0,03/29,04/08
86,Accolade,Grandview-Woodland,1353-1383 E Broadway,03/26-04/07,-123.07580036547853,49.26242350829086,2785,Two 'Accolade' behind a fence in front of a private residence on Broadway/McLean Dr.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=334979&postcount=71,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=128516&thumb=1&d=1424534792,0,03/26,04/07
87,Accolade,Riley Park,4161 Cambie St,03/29-04/08,-123.11546219018174,49.24827102593681,2793,One fairly young \'Accolade\' tree in the median of Cambie Street north of 26th,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=335215&postcount=109,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=128689&d=1425260324;http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=128690&d=1425260324,0,03/29,04/08
88,Accolade,Arbutus Ridge,2696 W 33rd Ave,03/24-04/05,-123.1652359428711,49.24221278279795,2806,Large 'Accolade' in a yard on 33rd at Trafalgar.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=335474&postcount=58,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=129039&d=1426043049,0,03/24,04/05
89,Accolade,Kerrisdale,2898 W 49th Ave,03/29-04/08,-123.16905809071733,49.22697667432819,2808,Large 'Accolade' in the back lane.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=335472&postcount=82,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=129034&d=1426037244,0,03/29,04/08
90,Accolade,Burnaby,1841-1851 Moore Ave,03/29-04/08,-122.96063558184818,49.26781628523988,2827,Three 'Accolade' on the corner of Halifax/Moore.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=335533&postcount=148,https://forums.botanicalgarden.ubc.ca/attachments/20150312_accolade_halifaxmoore_tremblay_img_6685-jpg.129152/;https://forums.botanicalgarden.ubc.ca/attachments/20150312_accolade_halifaxmoore_tremblay_img_6727-jpg.129154/,0,03/29,04/08
91,Accolade,Langley ,19851 Willowbrook Shopping Centre,03/29-04/08,-122.66924492785648,49.113653456984736,2852,6 beautiful 'Accolade' trees around corner 200Str x 10Hwy,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=335703&postcount=11,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=129390&d=1426545240,1,03/29,04/08
92,Accolade,White Rock / South Surrey,13502-13580 27 Ave,03/26-04/07,-122.84624618914796,49.051225471519835,2863,2 'Accolade' at 27Ave west from 136Str,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=335750&postcount=346,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=129474&d=1426624470,0,03/26,04/07
93,Accolade,Surrey,13447-13475 77 Ave,03/29-04/08,-122.85045189288331,49.14288991881593,2948,2 'Accolade' at 77Ave  north from King George Blvd,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336038&postcount=371,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=129940&d=1427157334,0,03/29,04/08
94,Accolade,White Rock / South Surrey,133aStr from Marine Dr.,03/26-04/07,-122.85205088492586,49.02617293205145,2990,2 'Accolade' at 133aStr from Marine Dr.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=336196&postcount=393,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=130218&d=1427415181,0,03/26,04/07
95,Accolade,New Westminster,625 Hamilton St,03/29-04/08,-122.92418045428468,49.214621527242734,3544,3 Accolades at Hamilton ave near 6 Str,http://forums.botanicalgarden.ubc.ca/threads/new-westminster.50594/#post-345931,http://forums.botanicalgarden.ubc.ca/attachments/nw6xhamilton7-jpg.138818/,0,03/29,04/08
96,Accolade,New Westminster,820 Sixth Ave,03/29-04/08,-122.92471689608766,49.210598559336105,3545,6 Accolades at 6Ave ave near 8 Str ,http://forums.botanicalgarden.ubc.ca/threads/new-westminster.50594/#post-345932,http://forums.botanicalgarden.ubc.ca/attachments/nw-8str-x-6ave-6-accolade-jpg.138820/,0,03/29,04/08
97,Accolade,Marpole,3-19 E 60th Ave,03/29-04/08,-123.10605568316652,49.21603018948126,3546,"A single 'Accolade' tree west of Ontario on 60th, on a block of plum trees.",http://forums.botanicalgarden.ubc.ca/threads/marpole.36348/#post-345952,http://forums.botanicalgarden.ubc.ca/data/attachments/121/121318-8f381dc9fa9230ba1457ee63404aaf62.jpg,0,03/29,04/08
98,Accolade,Burnaby,"Sears, Kingsway",03/29-04/08,-122.99738330271913,49.22566915328695,3548,Alley of Accolade cherries at metrotown near overpass at Kingsway ,http://forums.botanicalgarden.ubc.ca/threads/burnaby.36481/#post-345997,http://forums.botanicalgarden.ubc.ca/attachments/20160307_kingsway_accolade_nadia-jpg.138969/,1,03/29,04/08
99,Accolade,UBC,2707 Tennis Crescent,03/29-04/08,-123.2371325555153,49.26231848433761,3686,'Accolade' tree near 2707 Tennis Crescent beside the highrise (2725 Melfa Rd),http://forums.botanicalgarden.ubc.ca/threads/ubc.36223/#post-346763,http://forums.botanicalgarden.ubc.ca/attachments/20160308_tenniscres_accolade_yong_img_6098-jpg.140225/,0,03/29,04/08
100,Accolade,Fairview,1630 W 15th Ave,03/24-04/05,-123.14270538714601,49.258040318397384,3836,"Two 'Accolade' trees on 15th, one at the edge of the park near the parking lot and one very near Pine. ",http://forums.botanicalgarden.ubc.ca/threads/fairview.36483/page-6#post-353876,http://forums.botanicalgarden.ubc.ca/data/attachments/129/129098-eeac10f933fb01feba22c808f6dd5e70.jpg,0,03/24,04/05
101,Accolade,West End / Stanley Park,1023 Jervis St,03/23-04/04,-123.13221258547975,49.28471153504796,3861,Little 'Accolade' draping over the sidewalk on  Jervis north of the lane between Nelson and Comox. ,http://forums.botanicalgarden.ubc.ca/threads/west-end-stanley-park.35159/page-16#post-354455,http://forums.botanicalgarden.ubc.ca/attachments/20170330_jerviscomox_accolade_cutler_133316-jpg.147077/;http://forums.botanicalgarden.ubc.ca/attachments/20170330_jerviscomox_accolade_cutler_133347-jpg.147078/,0,03/23,04/04
102,Accolade,Ladner,5261 Ladner Trunk Rd,03/29-04/08,-123.07715219882203,49.09147158249074,3865,"More than 20 'Accolade' cherries at the side if Safeway, Children playground, parking and condo building
",http://forums.botanicalgarden.ubc.ca/threads/tsawwassen-and-ladner.61471/#post-354456-/,http://forums.botanicalgarden.ubc.ca/attachments/20170331_safeway-delta_accolade_nadiawhiterock7-jpg.147084/,1,03/29,04/08
103,Accolade,Ladner,4753 River Rd W,03/29-04/08,-123.09182924655153,49.08946215906436,3866,"7 beautiful 'Accolade' cherries at the adult oriented complex Riverwest(River Rd & 47A St)
",http://forums.botanicalgarden.ubc.ca/threads/tsawwassen-and-ladner.61471/#post-354456,http://forums.botanicalgarden.ubc.ca/attachments/20170331_riverrd47a-st-delta_7whitcomb_nadiawhiterock3-jpg.147088/,1,03/29,04/08
104,Accolade,Ladner,5175-5189 Ladner Trunk Rd,03/29-04/08,-123.08034402754976,49.09036851746167,3867,5 'Accolade' cherries at shopping center near the clock.,http://forums.botanicalgarden.ubc.ca/threads/tsawwassen-and-ladner.61471/page-2#post-354459,http://forums.botanicalgarden.ubc.ca/attachments/20170331_centralladner-delta_5accolade_nadiawhiterock-jpg.147091/,0,03/29,04/08
105,Accolade,Ladner,4890 55b St,03/29-04/08,-123.06811851885988,49.09210390171063,3870,"'Accolade' cherry at 55bSt between 48-49 ave
",http://forums.botanicalgarden.ubc.ca/threads/tsawwassen-and-ladner.61471/page-2#post-354463,http://forums.botanicalgarden.ubc.ca/attachments/20170331_55bst48-49ave_accolade_nadiawhiterock-jpg.147099/;http://forums.botanicalgarden.ubc.ca/attachments/20170331_55bstr48-49ave_accolade_nadiawhiterock-jpg.147098/,0,03/29,04/08
106,Accolade,Burnaby,5209 Schou St,03/29-04/08,-122.98864373260704,49.25444296015683,3895,One nice large 'Accolade' in a front yard on Schou near Royal Oak.,http://forums.botanicalgarden.ubc.ca/threads/burnaby.36481/page-8#post-354615,http://forums.botanicalgarden.ubc.ca/attachments/20170405_schouroyaloak_accolade_cutler_p1280365-jpg.147400/,0,03/29,04/08
107,Accolade,Langley ,5250 203 St,03/29-04/08,-122.65924300009158,49.097668730217734,3901,2 beautiful 'Accolade' trees at 52Ave near 203Str.,http://forums.botanicalgarden.ubc.ca/threads/langley-city-and-township.61668/page-2#post-354621,http://forums.botanicalgarden.ubc.ca/attachments/20170406_52ave203str_2accolade_nadiawhiterock-jpg.147410/,0,03/29,04/08
108,Accolade,Shaughnessy,5187 Pine Cres,03/29-04/08,-123.14707202342225,49.23882951419034,3918,"Beautiful 'Accolade' on Pine Crescent, south of W36 Ave. ",http://forums.botanicalgarden.ubc.ca/threads/shaughnessy.36222/page-6#post-354645,http://forums.botanicalgarden.ubc.ca/attachments/20170406-pinecrs36-accolade-willard_0118-jpg.147459/;http://forums.botanicalgarden.ubc.ca/attachments/20170406-pinecrs36-accolade-willard_9251-jpg.147461/,0,03/29,04/08
109,Accolade,Surrey,1680 168 St,03/29-04/08,-122.75537337118533,49.03275730337666,3928,Beautiful 'Accolade' in Darts Hill Garden Park,http://forums.botanicalgarden.ubc.ca/threads/surrey-and-north-delta.61844/page-7#post-354721,http://forums.botanicalgarden.ubc.ca/attachments/20170409_accolade_dartshillgarden16x168_nadiawhiterock-jpg.147602/,0,03/29,04/08
110,Accolade,Burnaby,6210 Royal Oak Ave,03/29-04/08,-122.98859638598634,49.22767156305219,3953,Beautiful 'Accolade' at Royal Oak Ave near Sanders St.,http://forums.botanicalgarden.ubc.ca/threads/burnaby.36481/page-9#post-354869,http://forums.botanicalgarden.ubc.ca/attachments/20170411_accolade_royaloakavesandersst_nadiawhiterock-jpg.147987/,0,03/29,04/08
111,Accolade,Maple Ridge,20399 Dewdney Trunk Rd,03/29-04/08,-122.6559917393036,49.22156633370853,3962,12 'Accolade' trees at Dewdney Trunk Rd and 203 ,http://forums.botanicalgarden.ubc.ca/threads/maple-ridge.90604/#post-354885,http://forums.botanicalgarden.ubc.ca/attachments/20170411_12accolade_dewdney-trunkrd203st_nadiawhiterock6-jpg.148017/,1,03/29,04/08
112,Accolade,Maple Ridge,21467 Dewdney Trunk Rd,03/29-04/08,-122.62576860812379,49.22069040281916,3965,5 'Accolade' trees on Dewdney Trunk Rd. west from Asbury St (liquor store office),http://forums.botanicalgarden.ubc.ca/threads/maple-ridge.90604/#post-354881,http://forums.botanicalgarden.ubc.ca/attachments/20170411_accolade_dewdneytrunkrdasbury_nadiawhiterock-jpg.148011/,0,03/29,04/08
113,Accolade,West End / Stanley Park,1700 Pendrell St,03/23-04/04,-123.13864988711549,49.286349139776675,4256,"The smallest 'Accolade' in the west end, planted in 2017.
Located at 1666 Pendrell Street, in the pool garden, next to and visible from the gate.",http://forums.botanicalgarden.ubc.ca/threads/west-end-stanley-park.35159/page-19#post-362094,http://forums.botanicalgarden.ubc.ca/attachments/20180319-pendrellebidwell-accolade-willard_2831-2-jpg.155799/,0,03/23,04/04
114,Accolade,Kitsilano,1455 Larch St,03/23-04/08,-123.16193508174655,49.27318407366919,4257,One 'Accolade' on the east side of Larch at the lane north of Cornwall.,http://forums.botanicalgarden.ubc.ca/threads/kitsilano.36716/page-11#post-362100,http://forums.botanicalgarden.ubc.ca/attachments/accolade_larch-nfromcornwall_cutler_20180319_181956-jpg.155804/,0,03/23,04/08
115,Accolade,Delta,5635 Clark Dr,03/29-04/08,-122.89425953098294,49.10595246594232,4273,One young 'Accolade' on the north end of Fairlight Crescent at Clark Dr.,http://forums.botanicalgarden.ubc.ca/threads/surrey-and-north-delta.61844/page-8#post-362311,http://forums.botanicalgarden.ubc.ca/attachments/accolade_fairlightcr_nielsen_20180330_img_1848-jpg.156129/,0,03/29,04/08
116,Accolade,Richmond,9253-9311 Ferndale Rd,03/29-04/14,-123.12174749636864,49.16870116971577,4305,Beautiful 'Accolade' tree at Ferndale Rd. east from Katsura St.,http://forums.botanicalgarden.ubc.ca/threads/richmond.37705/page-14#post-362470,http://forums.botanicalgarden.ubc.ca/attachments/accolade_ferndalerdkatsurast-jpg.156368/,0,03/29,04/14
117,Accolade,West Point Grey,2121 Alma St,03/29-04/08,-123.18544182656626,49.26750561822965,6427,"5 'Accolade' on the east side of Alma street. Opposite to ""The Alma"" building.",,,0,03/29,04/08
118,Accolade,Arbutus Ridge,2763 Oliver Crescent,03/24-04/05,-123.16687129589678,49.24920948355066,6434,Two young 'Accolade' on the boulevard on Oliver Crescent near Macdonald.,https://forums.botanicalgarden.ubc.ca/threads/arbutus-ridge.38244/page-4#post-369594,https://forums.botanicalgarden.ubc.ca/attachments/20190329_2763olivercr_accolade_cutler_134759-jpg.163643/;https://forums.botanicalgarden.ubc.ca/attachments/20190329_2763olivercr_accolade_cutler_134850-jpg.163645/,0,03/24,04/05
119,Accolade,Killarney,7355 Blake St,03/29-04/08,-123.03028784031483,49.21721836365097,6489,One 'Accolade' on Blake near Garibaldi Dr.,https://forums.botanicalgarden.ubc.ca/threads/killarney.36800/page-5#post-369682,,0,03/29,04/08
120,Afterglow,Kitsilano,"Balaclava, between 5th and 6th",03/30-04/10,-123.174095,49.267147,1030,"Kitsilano - several trees, cultivar unconfirmed; there are also several 'Akebono' on the block that are about the same age (fairly young)",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=192987&postcount=37,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=56808&d=1239671515,0,03/30,04/10
121,Afterglow,Sunset,"Prince Edward, 61st to 62nd",03/30-04/10,-123.097984,49.214626,1031,Sunset - 'Afterglow' on both sides of the street,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=192512&postcount=27,http://www.vcbf.ca/images/stories/20100315_pred62_afterglow_eng_4690.jpg,1,03/30,04/10
122,Afterglow,Marpole,Heather at 67th,03/30-04/10,-123.12428,49.21049,1691,"There is one 'Afterglow' cherry tree on the west side of Heather St. at West 67 Ave, SW corner.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=272909&postcount=78,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=89773,0,03/30,04/10
123,Afterglow,Burnaby,Westlawn and Beta,03/30-04/10,-122.99895,49.27355,1692,"One 'Afterglow' on Westlawn, planted in a row of 'Akebono'",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=272733&postcount=36,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=89625,0,03/30,04/10
124,Afterglow,Burnaby,"Cliff, between Kitchener and Curtis",03/30-04/10,-122.95892,49.27347,1911,"More than 10 'Afterglow' on Cliff, mostly between Aubrey and Napier.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=273626&postcount=44,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=90472,0,03/30,04/10
125,Afterglow,Kensington-Cedar Cottage,"Elgin Street, E 26",03/30-04/10,-123.08267,49.24687,2264,"6 'Afterglow', both sides of Elgin at 26th",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=309259,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=110475,0,03/30,04/10
126,Afterglow,Langley ,19711 Willowbrook Dr,03/30-04/10,-122.6779107513733,49.11649122408243,2858,4 'Afterglow' trees at 196Str and Willowbrook. ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=335706&postcount=14,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=129398&d=1426546856,0,03/30,04/10
127,Akebono,Burnaby,"Central Park, east side",04/02-04/14,-123.01844,49.222797,1033,"Burnaby - Central Park  Umineko, Tai Haku at Imperial and Patterson Ave Akebono by South pond",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=136115&postcount=7,http://www.ubcbotanicalgarden.org/forums/attachment.php?attachmentid=38207&d=1208546100,0,04/02,04/14
